,Lineups,TEAM,MIN,GP,OffRtg,DefRtg,NetRtg,g_cls_1,g_cls_2,g_cls_3,g_cls_4,w_cls_1,w_cls_2,w_cls_3,w_cls_4,f_cls_1,f_cls_2,f_cls_3,f_cls_4,b_cls_1,b_cls_2,b_cls_3,plus_rtg
194,"Bradley Beal, Kentavious Caldwell-Pope, Raul Neto, Daniel Gafford, Deni Avdija",WAS,25,7,120.0,94.4,25.6,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,1
195,"Pascal Siakam, OG Anunoby, Chris Boucher, Precious Achiuwa, Scottie Barnes",TOR,25,6,102.0,86.3,15.7,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,1
196,"Al Horford, Dennis Schroder, Josh Richardson, Jaylen Brown, Jayson Tatum",BOS,24,6,84.6,88.2,-3.6,0,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0
197,"Al Horford, Dennis Schroder, Marcus Smart, Jaylen Brown, Grant Williams",BOS,24,5,92.6,86.3,6.3,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1
198,"Bradley Beal, Raul Neto, Kyle Kuzma, Daniel Gafford, Deni Avdija",WAS,24,8,102.0,73.1,29.0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,1
199,"Bradley Beal, Raul Neto, Montrezl Harrell, Deni Avdija, Corey Kispert",WAS,24,10,101.8,94.5,7.2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,1
200,"Bojan Bogdanovic, John Collins, Trae Young, Cam Reddish, De'Andre Hunter",ATL,24,6,92.7,120.8,-28.0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0
201,"Carmelo Anthony, Russell Westbrook, Anthony Davis, Malik Monk, Austin Reaves",LAL,24,11,86.9,78.3,8.6,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
202,"Carmelo Anthony, Russell Westbrook, Anthony Davis, Malik Monk, Talen Horton-Tucker",LAL,24,7,73.2,92.9,-19.6,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
203,"George Hill, Jrue Holiday, Khris Middleton, Bobby Portis, Pat Connaughton",MIL,24,8,140.4,120.8,19.6,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1
204,"Harrison Barnes, De'Aaron Fox, Marvin Bagley III, Chimezie Metu, Tyrese Haliburton",SAC,24,2,140.7,120.8,20.0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,1
205,"Harrison Barnes, Richaun Holmes, Buddy Hield, Chimezie Metu, Tyrese Haliburton",SAC,24,5,71.2,123.1,-51.9,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0
206,"Harrison Barnes, Richaun Holmes, Marvin Bagley III, Tyrese Haliburton, Davion Mitchell",SAC,24,3,106.0,133.3,-27.3,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0
207,"Kyle Lowry, Bam Adebayo, Cody Martin, Gabe Vincent, Max Strus",MIA,24,4,127.1,100.0,27.1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1
208,"Otto Porter Jr., Andrew Wiggins, Kevon Looney, Damion Lee, Jordan Poole",GSW,24,10,93.9,93.9,0.0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1
209,"P.J. Tucker, Jimmy Butler, Bam Adebayo, Gabe Vincent, Max Strus",MIA,24,8,119.2,133.3,-14.1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
210,"Reggie Bullock, Tim Hardaway Jr., Dorian Finney-Smith, Maxi Kleber, Jalen Brunson",DAL,24,9,100.0,105.9,-5.9,0,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0
211,"Shai Gilgeous-Alexander, Darius Bazley, Aleksej Pokusevski, Tre Mann, Aaron Wiggins",OKC,24,3,121.6,145.1,-23.5,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0
212,"Al Horford, Marcus Smart, Jaylen Brown, Jayson Tatum, Payton Pritchard",BOS,23,5,117.0,117.4,-0.4,0,1,0,1,0,0,0,2,0,0,0,0,0,1,0,0
213,"Bam Adebayo, Cody Martin, Duncan Robinson, Gabe Vincent, Max Strus",MIA,23,6,127.7,112.5,15.2,0,1,0,0,1,0,0,0,0,0,2,0,0,0,1,1
214,"Bojan Bogdanovic, John Collins, Kevin Huerter, Trae Young, De'Andre Hunter",ATL,23,8,88.0,100.0,-12.0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0
215,"George Hill, Jrue Holiday, Giannis Antetokounmpo, Bobby Portis, Pat Connaughton",MIL,23,12,116.7,76.5,40.2,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1
216,"Harrison Barnes, Richaun Holmes, Buddy Hield, Tyrese Haliburton, Davion Mitchell",SAC,23,10,100.0,103.8,-3.8,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0
217,"Kyle Lowry, Bam Adebayo, Cody Martin, Max Strus, Tyler Herro",MIA,23,4,120.0,102.3,17.7,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,1
218,"Marcus Smart, Jaylen Brown, Jayson Tatum, Derrick White, Robert Williams III",BOS,23,5,128.0,100.0,28.0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1
219,"Brandon Ingram, Josh Hart, Devonte' Graham, Jaxson Hayes, Herbert Jones",NOP,22,8,91.3,115.2,-23.9,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
220,"Danilo Gallinari, Bojan Bogdanovic, John Collins, Trae Young, De'Andre Hunter",ATL,22,13,143.5,123.3,20.2,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,1
221,"Danilo Gallinari, Delon Wright, John Collins, Kevin Huerter, Cam Reddish",ATL,22,6,104.2,68.1,36.1,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0,1
222,"Jimmy Butler, Bam Adebayo, Duncan Robinson, Gabe Vincent, Tyler Herro",MIA,22,5,123.3,95.3,27.9,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1
223,"Kentavious Caldwell-Pope, Raul Neto, Kyle Kuzma, Deni Avdija, Corey Kispert",WAS,22,5,148.1,113.7,34.4,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,1
224,"Kentavious Caldwell-Pope, Spencer Dinwiddie, Montrezl Harrell, Kyle Kuzma, Corey Kispert",WAS,22,5,135.6,120.0,15.6,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1
225,"Marcus Smart, Josh Richardson, Jayson Tatum, Robert Williams III, Grant Williams",BOS,22,7,125.0,102.0,23.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1
226,"Reggie Bullock, Tim Hardaway Jr., Dwight Powell, Dorian Finney-Smith, Jalen Brunson",DAL,22,10,82.6,95.6,-12.9,0,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0
227,"Reggie Bullock, Tim Hardaway Jr., Kristaps Porzingis, Dorian Finney-Smith, Jalen Brunson",DAL,22,5,129.5,117.8,11.8,0,0,1,0,2,0,0,0,0,0,1,0,0,1,0,1
228,"Al Horford, Marcus Smart, Jaylen Brown, Jayson Tatum, Derrick White",BOS,21,6,102.2,102.1,0.1,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1
229,"Buddy Hield, Malcolm Brogdon, Oshae Brissett, Tyrese Haliburton, Jalen Smith",IND,21,6,131.8,131.1,0.7,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1
230,"Carmelo Anthony, Russell Westbrook, Avery Bradley, Anthony Davis, Austin Reaves",LAL,21,6,119.6,110.9,8.7,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1
231,"Danny Green, Seth Curry, Joel Embiid, Georges Niang, Tyrese Maxey",PHI,21,5,123.8,113.3,10.5,0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,1
232,"Fred VanVleet, OG Anunoby, Chris Boucher, Gary Trent Jr., Precious Achiuwa",TOR,21,11,94.0,104.3,-10.3,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0
233,"George Hill, Giannis Antetokounmpo, Bobby Portis, Pat Connaughton, Grayson Allen",MIL,21,12,119.1,85.4,33.7,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1
234,"Harrison Barnes, Richaun Holmes, De'Aaron Fox, Chimezie Metu, Davion Mitchell",SAC,21,8,69.4,97.9,-28.5,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0
235,"Justin Holiday, Myles Turner, Caris LeVert, Oshae Brissett, Chris Duarte",IND,21,3,134.1,112.2,22.0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1
236,"Patrick Beverley, D'Angelo Russell, Jarred Vanderbilt, Naz Reid, Anthony Edwards",MIN,21,6,109.5,102.3,7.3,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1
237,"Pascal Siakam, OG Anunoby, Chris Boucher, Gary Trent Jr., Precious Achiuwa",TOR,21,5,100.0,109.3,-9.3,0,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0
238,"Trae Young, Fred VanVleet, Chris Boucher, Precious Achiuwa, Scottie Barnes",TOR,21,7,84.1,85.4,-1.3,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0
239,"Bradley Beal, Kentavious Caldwell-Pope, Montrezl Harrell, Kyle Kuzma, Corey Kispert",WAS,20,6,122.5,107.1,15.4,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1
240,"Bradley Beal, Kentavious Caldwell-Pope, Spencer Dinwiddie, Montrezl Harrell, Deni Avdija",WAS,20,5,114.3,88.1,26.2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,1
241,"Cory Joseph, Killian Hayes, Saddiq Bey, Isaiah Stewart, Cade Cunningham",DET,20,8,114.6,85.0,29.6,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
242,"Danilo Gallinari, Delon Wright, John Collins, Kevin Huerter, Trae Young",ATL,20,7,118.4,78.7,39.6,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
243,"Draymond Green, Andrew Wiggins, Kevon Looney, Gary Payton II, Jordan Poole",GSW,20,6,115.0,88.1,26.9,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1
244,"Jerami Grant, Trey Lyles, Killian Hayes, Saddiq Bey, Cade Cunningham",DET,20,4,129.5,111.6,17.9,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1
245,"LeBron James, Carmelo Anthony, Russell Westbrook, Malik Monk, Talen Horton-Tucker",LAL,20,7,117.1,102.5,14.6,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1
246,"Pascal Siakam, Fred VanVleet, OG Anunoby, Chris Boucher, Gary Trent Jr.",TOR,20,6,126.2,80.4,45.8,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,1
247,"Richaun Holmes, Buddy Hield, Marvin Bagley III, Tyrese Haliburton, Davion Mitchell",SAC,20,7,100.0,88.4,11.6,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,1
248,"Tim Hardaway Jr., Kristaps Porzingis, Dorian Finney-Smith, Maxi Kleber, Luka Doncic",DAL,20,4,112.8,97.4,15.5,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1
249,"Tobias Harris, Seth Curry, Joel Embiid, Georges Niang, Furkan Korkmaz",PHI,20,10,123.3,102.4,20.8,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1
250,"Trae Young, Pascal Siakam, Gary Trent Jr., Precious Achiuwa, Scottie Barnes",TOR,20,6,83.7,85.0,-1.3,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0
251,"Bradley Beal, Kentavious Caldwell-Pope, Kyle Kuzma, Daniel Gafford, Corey Kispert",WAS,19,7,102.4,116.3,-13.8,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0
252,"Bradley Beal, Kentavious Caldwell-Pope, Raul Neto, Montrezl Harrell, Deni Avdija",WAS,19,10,100.0,102.5,-2.5,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0
253,"Ben McLemore, Robert Covington, Larry Nance Jr., Anfernee Simons, Nassir Little",POR,19,4,78.4,86.8,-8.5,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0
254,"LaMarcus Aldridge, Kevin Durant, James Harden, Bruce Brown, Cam Thomas",BKN,19,6,116.7,114.0,2.7,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,1
255,"Montrezl Harrell, Terry Rozier, Miles Bridges, P.J. Washington, LaMelo Ball",CHA,19,7,102.6,105.1,-2.5,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0
256,"Mason Plumlee, Kelly Oubre Jr., Miles Bridges, Cody Martin, LaMelo Ball",CHA,19,10,83.3,97.7,-14.4,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
257,"Richaun Holmes, Buddy Hield, Chimezie Metu, Tyrese Haliburton, Davion Mitchell",SAC,19,5,100.0,90.0,10.0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1
258,"Bojan Bogdanovic, John Collins, Kevin Huerter, Trae Young, Cam Reddish",ATL,18,5,87.2,94.4,-7.3,0,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0
259,"George Hill, Jrue Holiday, Bobby Portis, Pat Connaughton, Grayson Allen",MIL,18,7,110.8,119.4,-8.6,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0
260,"Jimmy Butler, Bam Adebayo, Cody Martin, Max Strus, Tyler Herro",MIA,18,6,121.6,74.3,47.3,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1
261,"Kyle Lowry, Monte Morris, Bam Adebayo, Cody Martin, Tyler Herro",MIA,18,3,152.6,118.9,33.7,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,1
262,"Marcus Smart, Jaylen Brown, Jayson Tatum, Robert Williams III, Payton Pritchard",BOS,18,5,110.5,111.1,-0.6,0,1,0,1,0,0,0,2,0,0,0,0,0,0,1,0
263,"P.J. Tucker, Bam Adebayo, Duncan Robinson, Gabe Vincent, Tyler Herro",MIA,18,6,94.4,102.8,-8.3,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0
264,"Chris Paul, Jae Crowder, Devin Booker, Mikal Bridges, Cameron Johnson",PHX,17,17,101.9,98.2,3.7,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,1
265,"Danilo Gallinari, Bojan Bogdanovic, Delon Wright, John Collins, Trae Young",ATL,17,9,87.2,89.2,-2.0,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0
266,"Danny Green, Tobias Harris, Joel Embiid, Georges Niang, Tyrese Maxey",PHI,17,9,92.1,68.4,23.7,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1
267,"Garrett Temple, Josh Hart, Devonte' Graham, Jaxson Hayes, Herbert Jones",NOP,17,6,82.5,139.0,-56.5,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
268,"Harrison Barnes, Richaun Holmes, De'Aaron Fox, Tyrese Haliburton, Davion Mitchell",SAC,17,7,90.0,111.1,-21.1,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0
269,"Justin Holiday, Domantas Sabonis, Caris LeVert, Malcolm Brogdon, Chris Duarte",IND,17,4,102.6,90.0,12.6,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1
270,"Justin Holiday, Domantas Sabonis, Caris LeVert, Malcolm Brogdon, Torrey Craig",IND,17,5,125.0,107.9,17.1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,1
271,"Kyle Lowry, Jimmy Butler, Bam Adebayo, Cody Martin, Tyler Herro",MIA,17,6,63.4,110.3,-46.8,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0
272,"LeBron James, Carmelo Anthony, Russell Westbrook, Avery Bradley, Talen Horton-Tucker",LAL,17,6,146.3,105.1,41.2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1
273,"Danny Green, Joel Embiid, Georges Niang, Matisse Thybulle, Tyrese Maxey",PHI,16,8,110.8,80.0,30.8,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1
274,"Harrison Barnes, Buddy Hield, De'Aaron Fox, Marvin Bagley III, Davion Mitchell",SAC,16,5,130.6,84.2,46.3,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,1
275,"Jimmy Butler, Bam Adebayo, Cody Martin, Duncan Robinson, Tyler Herro",MIA,16,8,127.0,117.9,9.1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,1
276,"Justin Holiday, Domantas Sabonis, Caris LeVert, Torrey Craig, Oshae Brissett",IND,16,5,102.9,120.6,-17.7,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
277,"Jrue Holiday, Khris Middleton, Giannis Antetokounmpo, Grayson Allen, Jordan Nwora",MIL,16,7,113.5,94.7,18.8,0,1,0,1,0,0,0,0,0,2,1,0,0,0,0,1
278,"Kyle Lowry, Monte Morris, Jimmy Butler, Bam Adebayo, Tyler Herro",MIA,16,5,82.4,97.1,-14.8,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0
279,"Montrezl Harrell, Kelly Oubre Jr., Terry Rozier, Miles Bridges, P.J. Washington",CHA,16,4,102.9,91.2,11.8,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1
280,"Terrence Ross, Wendell Carter Jr., Cole Anthony, R.J. Hampton, Franz Wagner",ORL,16,5,134.4,100.0,34.4,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1
281,"Alec Burks, Evan Fournier, Julius Randle, RJ Barrett, Immanuel Quickley",NYK,15,8,80.0,145.2,-65.2,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0
282,"Domantas Sabonis, Caris LeVert, Malcolm Brogdon, Oshae Brissett, Chris Duarte",IND,15,5,92.6,125.9,-33.3,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0
283,"Harrison Barnes, Richaun Holmes, Buddy Hield, Marvin Bagley III, Tyrese Haliburton",SAC,15,3,100.0,119.4,-19.4,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0
284,"Kyle Lowry, Jimmy Butler, Bam Adebayo, Max Strus, Tyler Herro",MIA,15,3,121.2,58.1,63.1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,1
285,"Kelly Oubre Jr., Terry Rozier, Miles Bridges, Cody Martin, LaMelo Ball",CHA,15,8,84.8,136.4,-51.5,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0
286,"P.J. Tucker, Monte Morris, Jimmy Butler, Duncan Robinson, Tyler Herro",MIA,15,4,126.9,118.5,8.4,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1
287,"Reggie Bullock, Kristaps Porzingis, Dorian Finney-Smith, Jalen Brunson, Luka Doncic",DAL,15,5,131.3,113.3,17.9,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1
288,"Reggie Bullock, Spencer Dinwiddie, Dorian Finney-Smith, Jalen Brunson, Luka Doncic",DAL,15,7,129.0,123.3,5.7,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,1
289,"Reggie Bullock, Tim Hardaway Jr., Kristaps Porzingis, Dorian Finney-Smith, Luka Doncic",DAL,15,6,109.7,48.5,61.2,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,1
290,"Reggie Bullock, Tim Hardaway Jr., Kristaps Porzingis, Jalen Brunson, Luka Doncic",DAL,15,3,132.1,92.9,39.3,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,1
291,"Stephen Curry, Andrew Wiggins, Kevon Looney, Gary Payton II, Damion Lee",GSW,15,6,77.1,122.6,-45.4,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
292,"Tim Hardaway Jr., Dwight Powell, Dorian Finney-Smith, Maxi Kleber, Jalen Brunson",DAL,15,6,148.1,88.9,59.3,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1
